"sound.files","start","end","counts","duration","rate","minute"
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",60,120,165,60,2.75,2
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",120,180,146,60,2.43333333333333,3
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",180,240,179,60,2.98333333333333,4
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",240,300,142,60,2.36666666666667,5
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",300,360,148,60,2.46666666666667,6
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",360,420,155,60,2.58333333333333,7
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",420,480,158,60,2.63333333333333,8
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",480,540,150,60,2.5,9
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",540,600,145,60,2.41666666666667,10
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",600,660,103,60,1.71666666666667,11
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",660,720,108,60,1.8,12
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",720,780,124,60,2.06666666666667,13
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",780,840,121,60,2.01666666666667,14
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",840,900,76,60,1.26666666666667,15
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",900,960,96,60,1.6,16
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",960,1020,113,60,1.88333333333333,17
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",1020,1045.200895,24,25.2008949999999,0.952347128941256,18
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",0,60,1,60,0.0166666666666667,1
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",60,120,0,60,0,2
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",120,180,0,60,0,3
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",180,240,0,60,0,4
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",240,300,0,60,0,5
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",300,360,0,60,0,6
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",360,420,0,60,0,7
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",420,480,0,60,0,8
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",480,540,0,60,0,9
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",540,600,0,60,0,10
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",600,660,0,60,0,11
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",660,720,0,60,0,12
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",720,780,0,60,0,13
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",780,840,0,60,0,14
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",840,900,0,60,0,15
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",900,960,0,60,0,16
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",960,1020,0,60,0,17
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",1020,1061.912575,0,41.9125750000001,0,18
